ClutserID	Streptococcus_pneumoniae_CGSP14	Streptococcus_pneumoniae_G54	Streptococcus_pneumoniae_R6	Streptococcus_pneumoniae_Hungary19A-6	Streptococcus_pneumoniae_P1031	Streptococcus_pneumoniae_TCH8431-19A
1005	ACB90782.1	ACF54865.1	AAL00203.1	ACA36955.1	ACO22150.1	ADI70006.1
1006	ACB90328.1	ACF56485.1	AAK99909.1	ACA36402.1	ACO21305.1	ADI69504.1
1007	ACB90796.1	ACF56015.1	AAL00220.1	ACA35786.1	ACO21612.1	ADI70023.1
1008	ACB89651.1	ACF56272.1	AAK99166.1	ACA37142.1	ACO20618.1	ADI68920.1
1009	ACB90777.1	ACF54850.1	AAL00198.1	ACA35634.1	ACO20346.1	ADI70001.1
1010	ACB89276.1	ACF56376.1	AAK98830.1	ACA36154.1	ACO20778.1	ADI68541.1
1011	ACB90348.1	ACF56586.1	AAK99889.1	ACA36739.1	ACO20627.1	ADI69523.1
1012	ACB90325.1	ACF55434.1	AAK99912.1	ACA36998.1	ACO20531.1	ADI69499.1
1013	ACB91425.1	ACF55646.1	AAL00813.1	ACA37446.1	ACO21218.1	ADI68447.1
1014	ACB90350.1	ACF56301.1	AAK99887.1	ACA36156.1	ACO21506.1	ADI69525.1
1015	ACB90228.1	ACF55391.1	AAK99710.1	ACA36138.1	ACO22124.1	ADI69710.1
1016	ACB91169.1	ACF55312.1	AAL00563.1	ACA35790.1	ACO22118.1	ADI70414.1
1017	ACB89736.1	ACF55649.1	AAK99253.1	ACA36786.1	ACO20846.1	ADI69032.1
1018	ACB91176.1	ACF55479.1	AAL00578.1	ACA36245.1	ACO20583.1	ADI70456.1
1019	ACB89967.1	ACF56100.1	AAK99478.1	ACA36501.1	ACO20810.1	ADI69276.1
1020	ACB90622.1	ACF56583.1	AAL00042.1	ACA37175.1	ACO20395.1	ADI69394.1
1021	ACB91406.1	ACF56306.1	AAL00793.1	ACA36764.1	ACO21918.1	ADI68420.1
1022	ACB91260.1	ACF55368.1	AAL00656.1	ACA36438.1	ACO21965.1	ADI68266.1
1023	ACB90236.1	ACF56849.1	AAK99717.1	ACA37334.1	ACO21279.1	ADI69703.1
1024	ACB90412.1	ACF55904.1	AAK99832.1	ACA36474.1	ACO20609.1	ADI69588.1
1025	ACB89701.1	ACF56585.1	AAK99214.1	ACA36093.1	ACO21267.1	ADI68975.1
1026	ACB91048.1	ACF54983.1	AAL00435.1	ACA36208.1	ACO20672.1	ADI70267.1
1027	ACB90030.1	ACF54941.1	AAK99542.1	ACA35732.1	ACO22057.1	ADI69885.1
1028	ACB90598.1	ACF54845.1	AAL00019.1	ACA36684.1	ACO21266.1	ADI69421.1
1029	ACB90886.1	ACF56857.1	AAL00310.1	ACA36728.1	ACO20513.1	ADI70132.1
1030	ACB89288.1	ACF55212.1	AAK98839.1	ACA35680.1	ACO20375.1	ADI68551.1
1031	ACB91262.1	ACF56573.1	AAL00657.1	ACA36993.1	ACO20722.1	ADI68268.1
1032	ACB91079.1	ACF55129.1	AAL00471.1	ACA36779.1	ACO22207.1	ADI70304.1
1033	ACB90188.1	ACF54917.1	AAK99666.1	ACA36117.1	ACO20245.1	ADI69756.1
1034	ACB89326.1	ACF55787.1	AAK98874.1	ACA37018.1	ACO21997.1	ADI68590.1
1035	ACB89962.1	ACF54915.1	AAK99473.1	ACA37399.1	ACO21198.1	ADI69270.1
1036	ACB89311.1	ACF56737.1	AAK98861.1	ACA37025.1	ACO21413.1	ADI68574.1
1037	ACB90251.1	ACF56828.1	AAK99729.1	ACA36840.1	ACO20230.1	ADI69685.1
1038	ACB90714.1	ACF56276.1	AAL00131.1	ACA36551.1	ACO21024.1	ADI69298.1
1039	ACB90309.1	ACF55571.1	AAK99928.1	ACA35955.1	ACO21120.1	ADI69483.1
1040	ACB91177.1	ACF56596.1	AAL00579.1	ACA36707.1	ACO20944.1	ADI70457.1
1041	ACB91283.1	ACF56104.1	AAL00678.1	ACA36863.1	ACO22112.1	ADI68289.1
1042	ACB90800.1	ACF56155.1	AAL00225.1	ACA36036.1	ACO21030.1	ADI70027.1
1043	ACB90439.1	ACF54831.1	AAK99803.1	ACA36584.1	ACO21694.1	ADI69619.1
1044	ACB89828.1	ACF55110.1	AAK99345.1	ACA36790.1	ACO20671.1	ADI69133.1
1045	ACB89456.1	ACF55773.1	AAK98978.1	ACA36140.1	ACO22211.1	ADI68734.1
1046	ACB90951.1	ACF55551.1	AAL00374.1	ACA37341.1	ACO20645.1	ADI70198.1
1047	ACB89836.1	ACF54977.1	AAK99351.1	ACA35609.1	ACO21193.1	ADI69141.1
1048	ACB90750.1	ACF56071.1	AAL00170.1	ACA37405.1	ACO21154.1	ADI69975.1
1049	ACB91201.1	ACF55240.1	AAL00602.1	ACA37478.1	ACO21814.1	ADI70481.1
1050	ACB91398.1	ACF55513.1	AAL00785.1	ACA36889.1	ACO21941.1	ADI68410.1
1051	ACB89826.1	ACF56090.1	AAK99343.1	ACA35835.1	ACO21133.1	ADI69131.1
1052	ACB89538.1	ACF56128.1	AAK99056.1	ACA37587.1	ACO22133.1	ADI68818.1
1053	ACB89516.1	ACF55668.1	AAK99038.1	ACA36897.1	ACO20317.1	ADI68797.1
1054	ACB91319.1	ACF56626.1	AAL00714.1	ACA36384.1	ACO21659.1	ADI68326.1
1055	ACB90729.1	ACF55747.1	AAL00150.1	ACA35727.1	ACO20538.1	ADI69954.1
1056	ACB90630.1	ACF56274.1	AAL00051.1	ACA35854.1	ACO20173.1	ADI69385.1
1057	ACB89746.1	ACF55022.1	AAK99263.1	ACA37194.1	ACO20796.1	ADI69044.1
1058	ACB91242.1	ACF55502.1	AAL00639.1	ACA36058.1	ACO20862.1	ADI68247.1
1059	ACB90686.1	ACF54801.1	AAL00105.1	ACA36419.1	ACO20858.1	ADI69325.1
1060	ACB89261.1	ACF55108.1	AAK98813.1	ACA35534.1	ACO20487.1	ADI68526.1
1061	ACB90703.1	ACF56668.1	AAL00122.1	ACA37002.1	ACO20236.1	ADI69308.1
1062	ACB91186.1	ACF56491.1	AAL00587.1	ACA35868.1	ACO22064.1	ADI70466.1
1063	ACB90494.1	ACF56574.1	AAK99959.1	ACA37644.1	ACO21764.1	ADI69451.1
1064	ACB90036.1	ACF54933.1	AAK99548.1	ACA35573.1	ACO20634.1	ADI69878.1
1065	ACB89971.1	ACF55895.1	AAK99482.1	ACA36685.1	ACO20367.1	ADI69280.1
1066	ACB90243.1	ACF56748.1	AAK99721.1	ACA37233.1	ACO20601.1	ADI69692.1
1067	ACB89494.1	ACF56244.1	AAK99018.1	ACA35565.1	ACO20344.1	ADI68774.1
1068	ACB90813.1	ACF56644.1	AAL00237.1	ACA37034.1	ACO20435.1	ADI70039.1
1069	ACB89258.1	ACF55220.1	AAK98810.1	ACA36127.1	ACO20596.1	ADI68522.1
1070	ACB91306.1	ACF56575.1	AAL00701.1	ACA36514.1	ACO21765.1	ADI68313.1
1071	ACB91080.1	ACF56544.1	AAL00472.1	ACA36550.1	ACO21899.1	ADI70305.1
1072	ACB89343.1	ACF56294.1	AAK98889.1	ACA36882.1	ACO21877.1	ADI68608.1
1073	ACB91289.1	ACF55186.1	AAL00684.1	ACA36198.1	ACO21426.1	ADI68296.1
1074	ACB89299.1	ACF56046.1	AAK98850.1	ACA37152.1	ACO20709.1	ADI68562.1
1075	ACB89352.1	ACF56097.1	AAK98897.1	ACA36126.1	ACO20883.1	ADI68621.1
1076	ACB89840.1	ACF55641.1	AAK99356.1	ACA35628.1	ACO20890.1	ADI69145.1
1077	ACB91197.1	ACF55324.1	AAL00598.1	ACA36218.1	ACO21046.1	ADI70477.1
1078	ACB91105.1	ACF56734.1	AAL00498.1	ACA36254.1	ACO20506.1	ADI70333.1
1079	ACB90344.1	ACF55248.1	AAK99893.1	ACA36975.1	ACO22143.1	ADI69519.1
1080	ACB90393.1	ACF56722.1	AAK99847.1	ACA37434.1	ACO20597.1	ADI69568.1
1081	ACB90727.1	ACF55887.1	AAL00148.1	ACA36857.1	ACO21985.1	ADI69951.1
1082	ACB89466.1	ACF55064.1	AAK98988.1	ACA36777.1	ACO21278.1	ADI68745.1
1083	ACB91257.1	ACF55028.1	AAL00653.1	ACA35928.1	ACO22065.1	ADI68263.1
1084	ACB91232.1	ACF54886.1	AAL00629.1	ACA36540.1	ACO21017.1	ADI68237.1
1085	ACB90505.1	ACF55555.1	AAK99971.1	ACA35656.1	ACO20581.1	ADI69439.1
1086	ACB90652.1	ACF54877.1	AAL00073.1	ACA37109.1	ACO21073.1	ADI69363.1
1087	ACB91221.1	ACF55681.1	AAL00620.1	ACA35492.1	ACO20642.1	ADI70500.1
1088	ACB91089.1	ACF55336.1	AAL00483.1	ACA37553.1	ACO20851.1	ADI70314.1
1089	ACB91195.1	ACF56814.1	AAL00596.1	ACA37389.1	ACO22129.1	ADI70475.1
1090	ACB90740.1	ACF56243.1	AAL00160.1	ACA36116.1	ACO20904.1	ADI69965.1
1091	ACB89499.1	ACF55987.1	AAK99023.1	ACA36392.1	ACO20816.1	ADI68779.1
1092	ACB89806.1	ACF56013.1	AAK99321.1	ACA36312.1	ACO21678.1	ADI69110.1
1093	ACB89374.1	ACF54834.1	AAK98927.1	ACA35845.1	ACO21466.1	ADI68655.1
1094	ACB89622.1	ACF54841.1	AAK99138.1	ACA37089.1	ACO20440.1	ADI68899.1
1095	ACB89264.1	ACF54905.1	AAK98816.1	ACA36486.1	ACO20292.1	ADI68529.1
1096	ACB89394.1	ACF55640.1	AAK98943.1	ACA36237.1	ACO20540.1	ADI68678.1
1097	ACB90458.1	ACF56771.1	AAK99784.1	ACA36141.1	ACO21826.1	ADI69640.1
1098	ACB89536.1	ACF56720.1	AAK99054.1	ACA35557.1	ACO21050.1	ADI68816.1
1099	ACB90657.1	ACF55900.1	AAL00078.1	ACA36029.1	ACO21108.1	ADI69357.1
1100	ACB90415.1	ACF56191.1	AAK99828.1	ACA37382.1	ACO21382.1	ADI69592.1
1101	ACB89951.1	ACF56703.1	AAK99463.1	ACA36508.1	ACO21392.1	ADI69260.1
1102	ACB90792.1	ACF54871.1	AAL00216.1	ACA36733.1	ACO21964.1	ADI70019.1
1103	ACB89739.1	ACF56797.1	AAK99256.1	ACA35990.1	ACO21176.1	ADI69035.1
1104	ACB90068.1	ACF55510.1	AAK99579.1	ACA37111.1	ACO21822.1	ADI69849.1
1105	ACB90746.1	ACF56358.1	AAL00166.1	ACA36533.1	ACO20819.1	ADI69971.1
1106	ACB89688.1	ACF54926.1	AAK99202.1	ACA37130.1	ACO20974.1	ADI68962.1
1107	ACB91138.1	ACF55034.1	AAL00530.1	ACA35532.1	ACO21784.1	ADI70374.1
1108	ACB90414.1	ACF55060.1	AAK99829.1	ACA36767.1	ACO20888.1	ADI69591.1
1109	ACB90219.1	ACF55932.1	AAK99700.1	ACA37544.1	ACO21031.1	ADI69723.1
1110	ACB90499.1	ACF56680.1	AAK99966.1	ACA36771.1	ACO20707.1	ADI69444.1
1111	ACB90282.1,ACB90547.1	-	AAK99756.1	ACA36425.1	ACO20694.1,ACO21923.1	-
1112	ACB91108.1	ACF55956.1	AAL00501.1	ACA36971.1	ACO22163.1	ADI70336.1
1113	ACB90212.1	ACF56040.1	AAK99693.1	ACA36517.1	ACO21999.1	ADI69730.1
1114	ACB90320.1	ACF56800.1	AAK99917.1	ACA36799.1	ACO21832.1	ADI69494.1
1115	ACB90685.1	ACF55281.1	AAL00104.1	ACA36745.1	ACO21322.1	ADI69326.1
1116	ACB89438.1	ACF55276.1	AAK98962.1	ACA36253.1	ACO20779.1	ADI68699.1
1117	ACB90948.1	ACF55655.1	AAL00371.1	ACA36276.1	ACO20425.1	ADI70195.1
1118	ACB90464.1	ACF55398.1	AAK99778.1	ACA36911.1	ACO22115.1	ADI69646.1
1119	ACB90014.1	ACF55816.1	AAK99529.1	ACA37232.1	ACO22197.1	ADI69900.1
1120	ACB90452.1	ACF55726.1	AAK99789.1	ACA36371.1	ACO21776.1	ADI69634.1
1121	ACB91086.1	ACF55711.1	AAL00480.1	ACA35707.1	ACO21288.1	ADI70311.1
1122	ACB90502.1	ACF56492.1	AAK99969.1	ACA35896.1	ACO20966.1	ADI69441.1
1123	ACB90705.1	ACF55381.1	AAL00124.1	ACA37425.1	ACO22184.1	ADI69306.1
1124	ACB91206.1	ACF55493.1	AAL00606.1	ACA35509.1	ACO20894.1	ADI70486.1
1125	ACB91266.1	ACF54761.1	AAL00661.1	ACA35643.1	ACO21137.1	ADI68271.1
1126	ACB91325.1	ACF55543.1	AAL00721.1	ACA36769.1	ACO21409.1	ADI68335.1
1127	ACB90122.1	ACF55174.1	AAK99598.1	ACA37589.1	ACO21976.1	ADI69824.1
1128	ACB89818.1	ACF56461.1	AAK99334.1	ACA37468.1	ACO20235.1	ADI69122.1
1129	ACB90712.1	ACF56113.1	AAL00129.1	ACA37208.1	ACO22039.1	ADI69300.1
1130	ACB90276.1	ACF54876.1	AAK99750.1	ACA36716.1	ACO20181.1	ADI69658.1
1131	ACB90870.1	ACF55704.1	AAL00291.1	ACA36059.1	ACO21619.1	ADI70115.1
1132	ACB90645.1	ACF55325.1	AAL00066.1	ACA36892.1	ACO20427.1	ADI69370.1
1133	ACB90923.1	ACF56122.1	AAL00345.1	ACA36570.1	ACO21485.1	ADI70169.1
1134	ACB90835.1	ACF56278.1	AAL00260.1	ACA35730.1	ACO22161.1	ADI70067.1
1135	ACB90597.1	ACF55797.1	AAL00018.1	ACA37113.1	ACO21077.1	ADI69422.1
1136	ACB90548.1,ACB90281.1	-	AAK99755.1	ACA36910.1	ACO20956.1,ACO22123.1	-
1137	ACB89358.1	ACF56130.1	AAK98903.1	ACA36864.1	ACO20910.1	ADI68627.1
1138	ACB90002.1	ACF54948.1	AAK99513.1	ACA37631.1	ACO21499.1	ADI69920.1
1139	ACB89885.1	ACF55968.1	AAK99398.1	ACA35855.1	ACO20586.1	ADI69197.1
1140	ACB90392.1	ACF55053.1	AAK99848.1	ACA36311.1	ACO20926.1	ADI69567.1
1141	ACB90691.1	ACF55880.1	AAL00110.1	ACA37057.1	ACO22119.1	ADI69320.1
1142	ACB89632.1	ACF55636.1	AAK99146.1	ACA36751.1	ACO20625.1	ADI68911.1
1143	ACB91457.1	ACF55645.1	AAL00847.1	ACA35689.1	ACO21399.1	ADI68481.1
1144	ACB91012.1	ACF56260.1	AAL00411.1	ACA36996.1	ACO21549.1	ADI70238.1
1145	ACB89925.1	ACF56197.1	AAK99440.1	ACA36432.1	ACO20450.1	ADI69236.1
1146	ACB90704.1	ACF54785.1	AAL00123.1	ACA36125.1	ACO20675.1	ADI69307.1
1147	ACB89280.1	ACF55024.1	AAK98831.1	ACA36838.1	ACO20205.1	ADI68542.1
1148	ACB90936.1	ACF56163.1	AAL00360.1	ACA37064.1	ACO20195.1	ADI70182.1
1149	ACB90347.1	ACF54914.1	AAK99890.1	ACA37097.1	ACO20519.1	ADI69522.1
1150	ACB89349.1	ACF55525.1	AAK98895.1	ACA35911.1	ACO20920.1	ADI68619.1
1151	ACB90186.1	ACF56678.1	AAK99664.1	ACA35649.1	ACO20874.1	ADI69759.1
1152	ACB89769.1	ACF54998.1	AAK99283.1	ACA36458.1	ACO20832.1	ADI69074.1
1153	ACB90161.1	ACF55607.1	AAK99639.1	ACA35838.1	ACO21241.1	ADI69779.1
1154	ACB90710.1	ACF55560.1	AAL00127.1	ACA36197.1	ACO20253.1	ADI69303.1
1155	ACB90162.1	ACF55130.1	AAK99640.1	ACA36330.1	ACO22116.1	ADI69778.1
1156	ACB89495.1	ACF54832.1	AAK99019.1	ACA37131.1	ACO21111.1	ADI68775.1
1157	ACB89798.1	ACF54839.1	AAK99312.1	ACA35674.1	ACO21405.1	ADI69101.1
1158	ACB89275.1	ACF55916.1	AAK98829.1	ACA35592.1	ACO21772.1	ADI68540.1
1159	ACB91017.1	ACF55244.1	AAL00413.1	ACA35810.1	ACO20624.1	ADI70243.1
1160	ACB89335.1	ACF56421.1	AAK98882.1	ACA35767.1	ACO20207.1	ADI68599.1
1161	ACB90920.1	ACF55501.1	AAL00342.1	ACA37413.1	ACO20260.1	ADI70166.1
1162	ACB89652.1	ACF54999.1	AAK99167.1	ACA35594.1	ACO20250.1	ADI68921.1
1163	ACB90661.1	ACF55824.1	AAL00082.1	ACA35686.1	ACO20762.1	ADI69351.1
1164	ACB89669.1	ACF55489.1	AAK99183.1	ACA36092.1	ACO22205.1	ADI68938.1
1165	ACB89491.1	ACF56718.1	AAK99014.1	ACA37276.1	ACO20606.1	ADI68770.1
1166	ACB89674.1	ACF55734.1	AAK99188.1	ACA37525.1	ACO22075.1	ADI68943.1
1167	ACB91142.1	ACF55351.1	AAL00534.1	ACA36963.1	ACO20615.1	ADI70379.1
1168	ACB90887.1	ACF56180.1	AAL00311.1	ACA37455.1	ACO21159.1	ADI70133.1
1169	ACB89618.1	ACF56673.1	AAK99135.1	ACA36719.1	ACO21482.1	ADI68896.1
1170	ACB91106.1	ACF56058.1	AAL00499.1	ACA36239.1	ACO20946.1	ADI70334.1
1171	ACB90757.1	ACF55814.1	AAL00176.1	ACA36455.1	ACO20537.1	ADI69982.1
1172	ACB89455.1	ACF56109.1	AAK98977.1	ACA35543.1	ACO20464.1	ADI68733.1
1173	ACB91199.1	ACF55083.1	AAL00600.1	ACA37628.1	ACO22105.1	ADI70479.1
1174	ACB89537.1	ACF55562.1	AAK99055.1	ACA36146.1	ACO21657.1	ADI68817.1
1175	ACB91391.1	ACF55806.1	AAL00779.1	ACA36150.1	ACO21201.1	ADI68403.1
1176	ACB90937.1	ACF55087.1	AAL00361.1	ACA37358.1	ACO20807.1	ADI70183.1
1177	ACB90435.1	ACF56818.1	AAK99807.1	ACA37343.1	ACO20983.1	ADI69615.1
1178	ACB90825.1	ACF55791.1	AAL00249.1	ACA36073.1	ACO21950.1	ADI70054.1
1179	ACB89369.1	ACF55082.1	AAK98921.1	ACA36071.1	ACO22070.1	ADI68645.1
1180	ACB91269.1	ACF56539.1	AAL00663.1	ACA35876.1	ACO21780.1	ADI68274.1
1181	ACB90250.1	ACF56259.1	AAK99728.1	ACA36334.1	ACO20219.1	ADI69686.1
1182	ACB90041.1	ACF54981.1	AAK99553.1	ACA36449.1	ACO20370.1	ADI69873.1
1183	ACB89664.1	ACF54768.1	AAK99178.1	ACA36944.1	ACO21938.1	ADI68932.1
1184	ACB89557.1	ACF56325.1	AAK99073.1	ACA37627.1	ACO21564.1	ADI68836.1
1185	ACB90152.1	ACF56452.1	AAK99628.1	ACA37076.1	ACO21296.1	ADI69790.1
1186	ACB89726.1	ACF54910.1	AAK99243.1	ACA36413.1	ACO22004.1	ADI69020.1
1187	ACB90154.1	ACF55616.1	AAK99632.1	ACA36160.1	ACO22029.1	ADI69786.1
1188	ACB89910.1	ACF56809.1	AAK99424.1	ACA35842.1	ACO22140.1	ADI69216.1
1189	ACB89837.1	ACF56123.1	AAK99352.1	ACA36155.1	ACO22127.1	ADI69142.1
1190	ACB89472.1	ACF55860.1	AAK98994.1	ACA37485.1	ACO22048.1	ADI68751.1
1191	ACB90016.1	ACF54923.1	AAK99531.1	ACA36377.1	ACO21013.1	ADI69897.1
1192	ACB89254.1	ACF55669.1	AAK98806.1	ACA37560.1	ACO21038.1	ADI68484.1
1193	ACB90762.1	ACF56676.1	AAL00181.1	ACA37598.1	ACO21632.1	ADI69987.1
1194	ACB89817.1	ACF55176.1	AAK99333.1	ACA37249.1	ACO20829.1	ADI69121.1
1195	ACB90155.1	ACF55991.1	AAK99633.1	ACA36907.1	ACO20189.1	ADI69785.1
1196	ACB90890.1	ACF56744.1	AAL00314.1	ACA36144.1	ACO21781.1	ADI70136.1
1197	ACB89274.1	ACF56348.1	AAK98828.1	ACA37245.1	ACO20387.1	ADI68539.1
1198	ACB91067.1	ACF56217.1	AAL00460.1	ACA36410.1	ACO22037.1	ADI70290.1
1199	ACB91415.1	ACF55333.1	AAL00803.1	ACA35761.1	ACO20249.1	ADI68437.1
1200	ACB91352.1	ACF55170.1	AAL00742.1	ACA36168.1	ACO20291.1	ADI68361.1
1201	ACB91028.1	ACF56041.1	AAL00424.1	ACA37107.1	ACO21378.1	ADI70254.1
1202	ACB90814.1	ACF56179.1	AAL00238.1	ACA36122.1	ACO21042.1	ADI70040.1
1203	ACB89930.1	ACF56698.1	AAK99445.1	ACA36275.1	ACO22072.1	ADI69241.1
1204	ACB89539.1	ACF56702.1	AAK99057.1	ACA36014.1	ACO22126.1	ADI68819.1
1205	ACB89886.1	ACF56410.1	AAK99397.1	ACA35655.1	ACO20504.1	ADI69196.1
1206	ACB90141.1	ACF54952.1	AAK99616.1	ACA36549.1	ACO21716.1	ADI69804.1
1207	ACB90157.1	ACF55148.1	AAK99635.1	ACA35994.1	ACO21618.1	ADI69783.1
1208	ACB90794.1	ACF54821.1	AAL00218.1	ACA37320.1	ACO20415.1	ADI70021.1
1209	ACB91189.1	ACF56302.1	AAL00590.1	ACA35897.1	ACO20175.1	ADI70469.1
1210	ACB90248.1	ACF55067.1	AAK99725.1	ACA36813.1	ACO20856.1	ADI69688.1
1211	ACB90769.1	ACF54921.1	AAL00188.1	ACA35783.1	ACO20267.1	ADI69992.1
1212	ACB89844.1	ACF55215.1	AAK99360.1	ACA37311.1	ACO21735.1	ADI69149.1
1213	ACB91326.1	ACF55118.1	AAL00722.1	ACA36927.1	ACO20510.1	ADI68336.1
1214	ACB89339.1	ACF54816.1	AAK98885.1	ACA35521.1	ACO20556.1	ADI68602.1
1215	ACB91161.1	ACF54797.1	AAL00553.1	ACA35627.1	ACO21003.1	ADI70405.1
1216	ACB90633.1	ACF56095.1	AAL00053.1	ACA36499.1	ACO21836.1	ADI69383.1
1217	ACB90819.1	ACF55703.1	AAL00243.1	ACA35574.1	ACO21476.1	ADI70047.1
1218	ACB90311.1	ACF56184.1	AAK99926.1	ACA36939.1	ACO20475.1	ADI69485.1
1219	ACB89307.1	ACF56255.1	AAK98857.1	ACA36182.1	ACO21753.1	ADI68570.1
1220	ACB90189.1	ACF56360.1	AAK99667.1	ACA36966.1	ACO22131.1	ADI69755.1
1221	ACB91412.1	ACF55542.1	AAL00799.1	ACA37616.1	ACO21376.1	ADI68431.1
1222	ACB89809.1	ACF56134.1	AAK99324.1	ACA37335.1	ACO21112.1	ADI69113.1
1223	ACB89477.1	ACF54810.1	AAK99000.1	ACA36886.1	ACO21601.1	ADI68756.1
1224	ACB91251.1	ACF55799.1	AAL00648.1	ACA37086.1	ACO22040.1	ADI68258.1
1225	ACB89865.1	ACF56254.1	AAK99378.1	ACA36461.1	ACO20628.1	ADI69177.1
1226	ACB90203.1	ACF55103.1	AAK99683.1	ACA36921.1	ACO20536.1	ADI69741.1
1227	ACB90198.1	ACF56312.1	AAK99676.1	ACA36917.1	ACO21287.1	ADI69746.1
1228	ACB89887.1	ACF55770.1	AAK99399.1	ACA36335.1	ACO22108.1	ADI69198.1
1229	ACB90618.1	ACF55371.1	AAL00038.1	ACA36233.1	ACO20473.1	ADI69400.1
1230	ACB90319.1	ACF55089.1	AAK99918.1	ACA37268.1	ACO21235.1	ADI69493.1
1231	ACB89318.1	ACF54769.1	AAK98868.1	ACA36018.1	ACO21660.1	ADI68581.1
1232	ACB91295.1	ACF55520.1	AAL00690.1	ACA36032.1	ACO20578.1	ADI68302.1
1233	ACB90641.1	ACF55241.1	AAL00061.1	ACA35513.1	ACO21630.1	ADI69375.1
1234	ACB90434.1	ACF55144.1	AAK99808.1	ACA36773.1	ACO20511.1	ADI69614.1
1235	ACB91231.1	ACF55463.1	AAL00628.1	ACA35931.1	ACO21975.1	ADI68236.1
1236	ACB90517.1	ACF55848.1	AAK99979.1	ACA36262.1	ACO21429.1	ADI69430.1
1237	ACB91193.1	ACF55574.1	AAL00594.1	ACA36935.1	ACO21059.1	ADI70473.1
1238	ACB91314.1	ACF55589.1	AAL00709.1	ACA35510.1	ACO21020.1	ADI68321.1
1239	ACB90322.1	ACF55902.1	AAK99915.1	ACA35696.1	ACO22154.1	ADI69496.1
1240	ACB90163.1	ACF55316.1	AAK99641.1	ACA35843.1	ACO21669.1	ADI69777.1
1241	ACB90488.1	ACF56417.1	AAK99953.1	ACA37458.1	ACO21458.1	ADI69457.1
1242	ACB89353.1	ACF56506.1	AAK98898.1	ACA36901.1	ACO20650.1	ADI68622.1
1243	ACB89929.1	ACF55931.1	AAK99444.1	ACA36045.1	ACO21801.1	ADI69240.1
1244	ACB90874.1	ACF56616.1	AAL00297.1	ACA37014.1	ACO21065.1	ADI70120.1
1245	ACB89348.1	ACF54892.1	AAK98894.1	ACA35640.1	ACO21130.1	ADI68618.1
1246	ACB90364.1	ACF55578.1	AAK99872.1	ACA37023.1	ACO21988.1	ADI69542.1
1247	ACB89628.1	ACF56394.1	AAK99142.1	ACA37231.1	ACO20202.1	ADI68907.1
1248	ACB91171.1	ACF56239.1	AAL00565.1	ACA35718.1	ACO20148.1	ADI70416.1
1249	ACB91446.1	ACF55829.1	AAL00835.1	ACA35753.1	ACO21726.1	ADI68470.1
1250	ACB89663.1	ACF56874.1	AAK99177.1	ACA37542.1	ACO21573.1	ADI68931.1
1251	ACB89839.1	ACF55279.1	AAK99355.1	ACA37030.1	ACO20404.1	ADI69144.1
1252	ACB90079.1	ACF55189.1	AAK99585.1	ACA36663.1	ACO21722.1	ADI69842.1
1253	ACB89787.1	ACF55762.1	AAK99298.1	ACA36772.1	ACO20833.1	ADI69092.1
1254	ACB90702.1	ACF55125.1	AAL00121.1	ACA36429.1	ACO20482.1	ADI69309.1
1255	ACB91011.1	ACF54823.1	AAL00410.1	ACA37629.1	ACO22005.1	ADI70237.1
1256	ACB91104.1	ACF56566.1	AAL00497.1	ACA36578.1	ACO21520.1	ADI70332.1
1257	ACB90007.1	ACF55069.1	AAK99519.1	ACA36635.1	ACO22025.1	ADI69914.1
1258	ACB89255.1	ACF55058.1	AAK98807.1	ACA35979.1	ACO20441.1	ADI68485.1
1259	ACB90262.1	ACF56536.1	AAK99739.1	ACA37412.1	ACO20770.1	ADI69674.1
1260	ACB90632.1	ACF55127.1	AAL00052.1	ACA35546.1	ACO20756.1	ADI69384.1
1261	ACB90717.1	ACF56529.1	AAL00135.1	ACA36190.1	ACO22181.1	ADI69295.1
1262	ACB90646.1	ACF55867.1	AAL00067.1	ACA36648.1	ACO21128.1	ADI69369.1
1263	ACB90619.1	ACF56079.1	AAL00039.1	ACA36949.1	ACO21246.1	ADI69399.1
1264	ACB90895.1	ACF55674.1	AAL00319.1	ACA35811.1	ACO20433.1	ADI70141.1
1265	ACB89619.1	ACF56166.1	AAK99134.1	ACA37316.1	ACO21818.1	ADI68895.1
1266	ACB91285.1	ACF54787.1	AAL00680.1	ACA36436.1	ACO20244.1	ADI68291.1
1267	ACB89588.1	ACF54928.1	AAK99105.1	ACA36674.1	ACO22199.1	ADI68863.1
1268	ACB91323.1	ACF55266.1	AAL00719.1	ACA35518.1	ACO22008.1	ADI68333.1
1269	ACB90708.1	ACF56484.1	AAL00125.1	ACA36170.1	ACO20552.1	ADI69305.1
1270	ACB89471.1	ACF55549.1	AAK98993.1	ACA36255.1	ACO21483.1	ADI68750.1
1271	ACB89732.1	ACF55011.1	AAK99248.1	ACA35754.1	ACO21126.1	ADI69025.1
1272	ACB89820.1	ACF55833.1	AAK99336.1	ACA36525.1	ACO20813.1	ADI69125.1
1273	ACB90503.1	ACF55221.1	AAK99970.1	ACA37645.1	ACO22066.1	ADI69440.1
1274	ACB89367.1	ACF56404.1	AAK98918.1	ACA36083.1	ACO21291.1	ADI68641.1
1275	ACB89470.1	ACF55511.1	AAK98992.1	ACA36492.1	ACO20933.1	ADI68749.1
